review_id,product,text,stars,sentiment,language
RV0349,blender,"This blender: great quality, friendly support.",4,positive,en
RV0350,headphones,"This headphones: waste of money, rude support.",1,negative,en
RV0351,kettle,"The kettle: great quality, highly recommend.",5,positive,en
RV0352,desk lamp,"  Bought this desk lamp: very disappointed, waste of money.   <br> ",1,negative,en
RV0353,kettle,"The kettle: as described, nothing special.",3,neutral,en
RV0354,keyboard,"BOUGHT THIS KEYBOARD: BEAUTIFUL DESIGN, VERY HAPPY.!!!",5,positive,en
RV0355,water bottle,"My new water bottle: great quality, highly recommend.",4,positive,en
RV0356,kettle,"The kettle: easy to use, highly recommend.",5,positive,en
RV0357,desk lamp,"This desk lamp: rude support, hard to use.",2,negative,en
RV0358,kettle,"  The kettle: friendly support, easy to use.   <br> ",4,positive,en
RV0359,blender,"  My new blender: rude support, hard to use.   <br> ",2,negative,en
RV0360,headphones,"Bought this headphones: hard to use, would not recommend.",2,negative,en
RV0361,phone case,"Bought this phone case: waste of money, poor quality.",2,negative,en
RV0362,headphones,"Bought this headphones: late delivery, very disappointed.",2,negative,en
RV0363,kettle,"The kettle: cheap material, arrived damaged.",1,negative,en
RV0364,keyboard,"The keyboard: friendly support, highly recommend.",4,positive,en
RV0365,water bottle,"  My new water bottle: easy to use, very happy.   <br> ",5,positive,en
RV0366,headphones,"Bought this headphones: arrived damaged, poor quality.",1,negative,en
RV0367,water bottle,"My new water bottle: very disappointed, would not recommend.",1,negative,en
RV0368,backpack,"My new backpack: friendly support, works perfectly.",4,positive,en
RV0369,kettle,"THE KETTLE: VERY HAPPY, ARRIVED EARLY.!!!",5,positive,en
RV0370,keyboard,"The keyboard: rude support, late delivery.",1,negative,en
RV0371,blender,منتج رائع وجودة ممتازة أنصح به بشدة!,5,positive,ar
RV0372,water bottle,"  My new water bottle: okay for the price, nothing special.   <br> ",3,neutral,en
RV0373,desk lamp,"The desk lamp: friendly support, great quality.",4,positive,en
RV0374,water bottle,"  My new water bottle: average product, does the job.   <br> ",3,neutral,en
RV0375,kettle,"The kettle: cheap material, waste of money.",1,negative,en
RV0376,blender,"  My new blender: poor quality, stopped working.   <br> ",2,negative,en
RV0377,keyboard,"My new keyboard: excellent value, fast delivery.",5,positive,en
RV0378,headphones,منتج رائع وجودة ممتازة أنصح به بشدة!,5,positive,ar
RV0379,desk lamp,"My new desk lamp: beautiful design, arrived early.",4,positive,en
RV0380,water bottle,"My new water bottle: easy to use, friendly support.",5,positive,en
RV0381,kettle,"My new kettle: does the job, nothing special.",3,neutral,en
RV0382,phone case,"The phone case: average product, nothing special.",3,neutral,en
RV0383,backpack,"  Bought this backpack: very happy, friendly support.   <br> ",5,positive,en
RV0384,phone case,"THIS PHONE CASE: VERY HAPPY, GREAT QUALITY.!!!",5,positive,en
RV0385,desk lamp,"The desk lamp: rude support, would not recommend.",2,negative,en
RV0386,blender,"The blender: great quality, very happy.",4,positive,en
RV0387,phone case,"THIS PHONE CASE: VERY HAPPY, GREAT QUALITY.!!!",5,positive,en
RV0388,water bottle,التوصيل سريع جداً منتج رائع وجودة ممتازة!,4,positive,ar
RV0389,backpack,"This backpack: friendly support, beautiful design.",5,positive,en
RV0390,kettle,"Bought this kettle: great quality, arrived early.",5,positive,en
RV0391,blender,"This blender: does the job, nothing special.",3,neutral,en
RV0392,headphones,"This headphones: easy to use, highly recommend.",5,positive,en
RV0393,water bottle,"My new water bottle: average product, okay for the price.",3,neutral,en
RV0394,headphones,"  THIS HEADPHONES: VERY HAPPY, EXCELLENT VALUE.!!!   <br> ",5,positive,en
RV0395,keyboard,"My new keyboard: average product, okay for the price.",3,neutral,en
RV0396,blender,"BOUGHT THIS BLENDER: FAST DELIVERY, EXCELLENT VALUE.!!!",4,positive,en
RV0397,phone case,"THIS PHONE CASE: RUDE SUPPORT, LATE DELIVERY.!!!",1,negative,en
RV0398,desk lamp,"This desk lamp: cheap material, poor quality.",2,negative,en
RV0399,water bottle,"My new water bottle: okay for the price, as described.",3,neutral,en
RV0400,kettle,"My new kettle: friendly support, fast delivery.",4,positive,en
RV0401,headphones,"The headphones: average product, okay for the price.",3,neutral,en
RV0402,desk lamp,"The desk lamp: okay for the price, as described.",3,neutral,en
RV0403,blender,"Bought this blender: okay for the price, average product.",3,neutral,en
RV0404,backpack,"Bought this backpack: easy to use, excellent value.",4,positive,en
RV0405,kettle,"The kettle: arrived damaged, rude support.",1,negative,en
RV0406,headphones,"The headphones: very disappointed, stopped working.",1,negative,en
RV0407,backpack,"  This backpack: friendly support, beautiful design.   <br> ",5,positive,en
RV0408,keyboard,"BOUGHT THIS KEYBOARD: FRIENDLY SUPPORT, ARRIVED EARLY.!!!",5,positive,en
RV0409,phone case,"The phone case: would not recommend, hard to use.",2,negative,en
RV0410,water bottle,"BOUGHT THIS WATER BOTTLE: POOR QUALITY, VERY DISAPPOINTED.!!!",1,negative,en
RV0411,keyboard,"My new keyboard: rude support, poor quality.",1,negative,en
RV0412,water bottle,"My new water bottle: late delivery, rude support.",1,negative,en
RV0413,keyboard,كما هو موصوف منتج عادي!,3,neutral,ar
RV0414,backpack,"This backpack: late delivery, rude support.",2,negative,en
RV0415,blender,"  MY NEW BLENDER: EASY TO USE, FAST DELIVERY.!!!   <br> ",5,positive,en
RV0416,backpack,"My new backpack: average product, okay for the price.",3,neutral,en
RV0417,kettle,"This kettle: does the job, nothing special.",3,neutral,en
RV0418,kettle,"The kettle: cheap material, waste of money.",2,negative,en
RV0419,water bottle,"BOUGHT THIS WATER BOTTLE: GREAT QUALITY, VERY HAPPY.!!!",4,positive,en
RV0420,desk lamp,"The desk lamp: rude support, stopped working.",1,negative,en
